,0
177,The committee provided recommendations for WHO and Member States on how to improve the #COVID19 response. It noted that WHO responded more quickly than in some previous emergencies and “demonstrated leadership and has made important progress in its COVID-19 response.” 
178,The Independent Oversight and Advisory Committee for the WHO Health Emergencies Programme released its interim report on the programme’s response to #COVID19 https://bit.ly/3gdc6Cr
179,"WHO is promoting this campaign in many countries across Africa, Asia, Europe, the Middle East and Latin America. The campaign supports WHO’s work to address the infodemic circulating about #COVID19 https://bit.ly/3dFdKdU"
180,"WHO has joined forces with the #UnitedKingdom government to run “Stop The Spread”, an awareness campaign about the risks of incorrect and false information regarding the #COVID19 pandemic https://bit.ly/3dFdKdU"
181,False information on #COVID19 is spreading &amp; putting people in danger. Make sure to double-check everything you hear against trusted sources. For accurate information on #coronavirus find official advice from your country's public health authority &amp; WHO: https://bit.ly/3dFdKdU
182,"""Dark & difficult days may lie ahead. But guided by science, together we will overcome. Let hope be the antidote to fear. Let solidarity be the antidote to division. Let our shared humanity be the antidote to our shared threat. Now, more than ever""-@DrTedros #COVID19 #WHA73"
183,"""For everything #COVID19 has taken from us, it has also given us something: A reminder of what really matters; And the opportunity to forge a common future""-@DrTedros #WHA73"
184,"""We may speak different languages, but we share the same DNA. We may adhere to different faiths, but we share the same aspirations for a peaceful and harmonious world; We may have different cultures and traditions, but we share the same planet""-@DrTedros #COVID19 #WHA73"
185,"""But #COVID19 has also reminded us that for all our differences, we are one human race, and we are stronger together""-@DrTedros #WHA73"
186,"""I thank Member States for adopting the #COVID19 resolution, which calls for an independent and comprehensive evaluation of the international response – including, but not limited to, WHO’s performance""-@DrTedros #WHA73"
187,Closing of the virtual #WHA73 with @DrTedros. #COVID19 
188,Live from the virtual #WHA73. #COVID19 
189,"Appreciation to @DrTedros &amp; WHO for the appointment of Andrew Witty &amp; @NOIweala for the access to #COVID19 tools accelerator - to ensure a framework for equitable access to tests, therapeutics &amp; a vaccine if ever there's one. - PM, @miaamormottley #WHA73"
190,"We must, first of all, combat this #COVID19 pandemic. We need to put in place a solution that everyone can stand behind. I am convinced that we will be able to overcome this pandemic when we work together. -Chancellor of #Germany , Angela Merkel at #WHA63"
191,In the face of crisis human kind must choose solidarity & cooperation over the pursue of individual interest. The world must unite under the banner of mutual trust & inclusiveness in the face of deepening #COVID19 crisis. - @moonriver365 at #WHA73
192,"Only if we join forces will we beat this #COVID19 pandemic. We need WHO for its irreplaceable coordinating role, scientific expertise, knowledge of the situation on the ground. We need a strong WHO &amp; the WHO is us: Member States. - @EmmanuelMacron #WHA73"
193,"The #COVID19 pandemic has of course turned our lives &amp; our societies upside down. It’s reminded us - if we needed such a reminder, of how valuable human health is, and how valuable those who work to protect it are. - President @EmmanuelMacron #WHA73"
194,"#China will work with the @UN to set up a global humanitarian response depot &amp; hub in China, to ensure the operation of #COVID19 pandemic response supply chains - China President Xi Jinping at #WHA73"
195,"#China will provide US$2 billion over 2 years to support #COVID19 response and economic + social development in affected countries, especially developing countries - China President, Xi Jinping at #WHA73"
196,"""The #COVID19 pandemic is asking us two fundamental questions: What sort of world do we want? And what sort of WHO do we want? The answer to the first question will determine the answer to the second""-@DrTedros #WHA73"
197,"""#COVID19 is not just a global health emergency, it’s a vivid demonstration of the fact that there is no health security without resilient health systems, or without addressing the social, economic, commercial and environmental determinants of health""-@DrTedros #WHA73"
198,"""Since day one, WHO has stood shoulder-to-shoulder with countries in these darkest of hours. WHO sounded the alarm early, and we sounded it often""-@DrTedros #COVID19 #WHA73"
199,"""The countries that have done well have done it all. This is the comprehensive approach that WHO has called for consistently. There is no silver bullet. There is no simple solution. There is no panacea. There is no one-size-fits-all approach""-@DrTedros #COVID19 #WHA73"
200,"""Early serology studies are painting a consistent picture: the proportion of the population with tell-tale antibodies is no more than 20% & in most places less than 10% In other words: the majority of the ’s population remains susceptible to the virus""-@DrTedros #COVID19 #WHA73"
201,"""For all the economic, military and technological might of nations, we have been humbled by this very small microbe. If #COVID19 is teaching us anything, it’s humility""-@DrTedros #WHA73"
202,"""The #COVID19 pandemic has brought out the best – and worst – of humanity: Fortitude and fear; solidarity and suspicion; rapport and recrimination. This contagion exposes the fault lines, inequalities, injustices and contradictions of our modern world""-@DrTedros #WHA73"
203,"""More than 4-and-a-half million cases of #COVID19 have now been reported to WHO &amp; more than 300,000 people have lost their lives. But numbers don’t even begin to tell the story of the pandemic. Each loss of life leaves a scar for families, communities &amp; nations""-@DrTedros #WHA73"
204,"""#COVID19 can operate in the dark, spread silently if we’re not paying attention, then suddenly explode if we aren’t ready. We’ve seen the same pattern repeated in cities &amp; countries the over""-@DrTedros #WHA73"
205,"""Nurses & midwives have been on the frontlines of the fight against #COVID19, putting themselves in harm’s way. Many have made the ultimate sacrifice in service of humanity. Please join me, wherever you are, in standing to show your appreciation for these health heroes""-@DrTedros"
